variant_id,object_id,z_shift,table_x,table_y,object_mass,attempts,successes,failures,success_rate
1560,6,0.4688125252723694,0.6699941158294678,0.8200682401657104,0.6708160042762756,45,5,40,0.1111111111111111
600,5,0.7343301773071289,0.6541398763656616,0.9008141160011292,0.7548061609268188,45,5,40,0.1111111111111111
1376,5,0.7510708570480347,0.5285078883171082,0.7069839239120483,0.5995270609855652,36,4,32,0.1111111111111111
1871,27,0.4311971366405487,0.5387714505195618,0.9936760663986206,0.7431114912033081,36,4,32,0.1111111111111111
506,11,0.515434741973877,0.6913468241691589,0.6324479579925537,0.5645385980606079,27,3,24,0.1111111111111111
362,25,0.7218188643455505,0.6873036623001099,0.9293248653411865,0.22164463996887207,36,4,32,0.1111111111111111
1698,4,0.4073816239833832,0.5439831614494324,0.9858114719390869,0.769374430179596,53,6,47,0.11320754716981132
2003,25,0.7299226522445679,0.5478636622428894,1.11604905128479,0.7066860795021057,53,6,47,0.11320754716981132
1267,5,0.7636396884918213,0.6550277471542358,0.6449480652809143,0.3290947675704956,53,6,47,0.11320754716981132
733,4,0.4654405117034912,0.5788153409957886,1.0375887155532837,0.7684028148651123,44,5,39,0.11363636363636363
759,17,0.5603903532028198,0.6117671728134155,0.7050641775131226,0.4776740074157715,44,5,39,0.11363636363636363
490,26,0.6719928979873657,0.6032974720001221,1.1177620887756348,0.650719940662384,44,5,39,0.11363636363636363
1433,4,0.6108351349830627,0.5391893982887268,0.8564239740371704,0.5623562335968018,35,4,31,0.11428571428571428
128,13,0.7152341604232788,0.6926960349082947,0.9512472152709961,0.6534934639930725,61,7,54,0.11475409836065574
1574,4,0.6456822752952576,0.5590327382087708,1.0984519720077515,0.4366592764854431,34,4,30,0.11764705882352941
1431,4,0.4941248893737793,0.5382592082023621,0.6168102025985718,0.45329785346984863,51,6,45,0.11764705882352941
1664,4,0.6019293665885925,0.5057340860366821,1.0745755434036255,0.20168185234069824,34,4,30,0.11764705882352941
1337,12,0.5624921321868896,0.6607797145843506,1.1689338684082031,0.6522040367126465,51,6,45,0.11764705882352941
187,2,0.4441034495830536,0.5085774660110474,0.9606516361236572,0.7386067509651184,51,6,45,0.11764705882352941
756,27,0.7524752616882324,0.6073967218399048,0.6132286190986633,0.442646861076355,34,4,30,0.11764705882352941
1468,27,0.5543463826179504,0.637600839138031,1.0548776388168335,0.20367483794689178,34,4,30,0.11764705882352941
965,6,0.7581860423088074,0.5947223901748657,0.6700116991996765,0.5222067832946777,42,5,37,0.11904761904761904
505,25,0.4815613329410553,0.5868055820465088,0.8091040253639221,0.4993271827697754,42,5,37,0.11904761904761904
410,26,0.5654445886611938,0.5698462724685669,1.056809663772583,0.6460542678833008,42,5,37,0.11904761904761904
