variant_id,correct_success_count,total_success_count,wrong_success_count
1212,26,60,34
1213,21,61,40
1214,16,49,33
1215,5,42,37
1216,15,59,44
1217,9,57,48
1218,23,50,27
1219,14,46,32
1220,23,66,43
1221,20,55,35
1222,24,68,44
1223,12,62,50
1224,9,50,41
1225,1,46,45
1226,8,58,50
1227,6,47,41
1228,26,59,33
1229,16,52,36
1230,10,46,36
1231,33,61,28
1232,12,55,43
1233,8,47,39
1234,16,37,21
1235,26,61,35
1236,19,59,40
1237,12,63,51
1238,33,67,34
1239,11,62,51
1240,15,57,42
1241,21,61,40
1242,25,68,43
1243,32,66,34
1244,13,50,37
1245,8,48,40
1246,24,49,25
1247,17,51,34
1248,23,69,46
1249,17,65,48
1250,2,47,45
1251,16,53,37
1252,24,53,29
1253,13,44,31
1254,13,49,36
1255,19,50,31
1256,23,57,34
1257,11,50,39
1258,16,48,32
1259,17,57,40
1260,5,48,43
1261,23,49,26
1262,23,68,45
1263,26,61,35
1264,18,52,34
1265,31,63,32
1266,21,65,44
1267,9,36,27
1268,18,50,32
1269,6,56,50
1270,15,62,47
1271,11,48,37
1272,10,55,45
1273,10,53,43
1274,14,52,38
1275,28,66,38
1276,12,58,46
1277,11,41,30
1278,21,53,32
1279,19,55,36
1280,2,51,49
1281,19,53,34
1282,8,54,46
1283,22,68,46
1284,12,58,46
1285,14,58,44
1286,7,40,33
1287,20,51,31
1288,15,59,44
1289,22,68,46
1290,11,52,41
1291,16,58,42
1292,12,43,31
1293,7,72,65
1294,2,41,39
1295,15,67,52
1296,7,57,50
1297,7,44,37
1298,6,44,38
1299,2,55,53
1300,5,51,46
1301,22,52,30
1302,26,59,33
1303,5,52,47
1304,32,65,33
1305,22,63,41
1306,11,50,39
1307,13,45,32
1308,26,64,38
1309,21,54,33
1310,20,62,42
1311,11,62,51
1312,8,49,41
1313,14,52,38
1314,7,50,43
1315,17,57,40
1316,5,54,49
1317,5,44,39
1318,23,57,34
1319,26,50,24
1320,15,60,45
1321,7,54,47
1322,20,54,34
1323,16,57,41
1324,37,68,31
1325,12,52,40
1326,18,49,31
1327,9,43,34
1328,16,61,45
1329,18,54,36
1330,14,55,41
1331,10,41,31
1332,26,61,35
1333,0,47,47
1334,23,55,32
1335,5,63,58
1336,11,48,37
1337,3,50,47
1338,24,52,28
1339,11,58,47
1340,27,69,42
1341,11,58,47
1342,9,54,45
1343,8,50,42
1344,4,64,60
1345,9,49,40
1346,21,72,51
1347,24,54,30
1348,12,47,35
1349,24,50,26
1350,19,70,51
1351,19,63,44
1352,35,73,38
1353,22,49,27
1354,17,45,28
1355,15,62,47
1356,27,57,30
1357,17,53,36
1358,29,67,38
1359,1,48,47
1360,15,42,27
1361,21,52,31
1362,16,52,36
1363,17,47,30
1364,15,48,33
1365,17,51,34
1366,24,58,34
1367,5,42,37
1368,22,46,24
1369,12,55,43
1370,8,53,45
1371,4,52,48
1372,22,55,33
1373,17,61,44
1374,15,51,36
1375,6,42,36
1376,5,47,42
1377,10,50,40
1378,8,52,44
1379,18,52,34
1380,30,65,35
1381,19,53,34
1382,14,51,37
1383,19,51,32
1384,25,70,45
1385,28,66,38
1386,16,66,50
1387,3,47,44
1388,12,52,40
1389,12,54,42
1390,29,64,35
1391,24,69,45
1392,1,46,45
1393,8,62,54
1394,3,56,53
1395,16,60,44
1396,2,43,41
1397,19,59,40
1398,26,69,43
1399,22,50,28
1400,4,52,48
1401,30,64,34
1402,10,49,39
1403,16,63,47
1404,25,65,40
1405,14,58,44
1406,15,52,37
1407,23,54,31
1408,8,48,40
1409,3,38,35
1410,9,47,38
1411,5,53,48
1412,27,66,39
1413,5,54,49
1414,22,63,41
1415,9,51,42
1416,23,58,35
1417,31,60,29
1418,25,57,32
1419,6,46,40
1420,12,56,44
1421,6,56,50
1422,14,59,45
1423,20,54,34
1424,4,53,49
1425,20,54,34
1426,24,66,42
1427,8,35,27
1428,10,59,49
1429,9,55,46
1430,13,57,44
1431,6,47,41
1432,21,61,40
1433,7,52,45
1434,23,57,34
1435,9,55,46
1436,1,36,35
1437,4,50,46
1438,5,46,41
1439,23,57,34
1440,25,58,33
1441,8,38,30
1442,22,52,30
1443,8,51,43
1444,28,64,36
1445,11,48,37
1446,27,61,34
1447,14,51,37
