category,category_id,variant_id,stored_count,attempt_count,success_count,failure_count,attempt_step_sum,success_step_sum,failure_step_sum,attempt_step_max,num_copies,object_id,z_shift,table_size_x,table_size_y,table_size_z,object_mass,target_count,missing_to_target,complete_32,success_rate,stored_rate,mean_attempt_steps,mean_success_steps,mean_failure_steps,attempt_steps_per_stored,attempt_steps_per_success,stored_per_1k_attempt_steps,success_per_1k_attempt_steps,copies_with_stored,max_copy_stored,min_copy_stored,mean_copy_stored,copies_with_attempts,object_name
afar,0,1635,24,102,97,1,48499,45884,2615,599,4,16,0.6424431800842285,0.5101713538169861,1.1926894187927246,0.050000000745058,0.3079051077365875,32,8,False,0.9509803921568628,0.2352941176470588,475.4803921568628,473.0309278350516,2615.0,2020.7916666666667,499.9896907216495,0.494855564032248,2.000041237963669,3,13,0,6.0,4,boom_microphone_1
afar,0,164,24,106,98,5,48398,44490,3908,599,4,14,0.4965055882930755,0.6497846841812134,0.7872338891029358,0.050000000745058,0.2847597599029541,32,8,False,0.9245283018867924,0.2264150943396226,456.5849056603773,453.9795918367347,781.6,2016.5833333333333,493.8571428571428,0.4958882598454481,2.02487706103558,3,13,0,6.0,4,beret_2
afar,0,241,25,112,108,1,49697,47650,2047,599,4,23,0.5824807286262512,0.510099470615387,0.6896653175354004,0.050000000745058,0.2060846835374832,32,7,False,0.9642857142857144,0.2232142857142857,443.7232142857143,441.2037037037037,2047.0,1987.88,460.1574074074074,0.5030484737509306,2.1731694066040204,4,15,1,6.25,4,canister_0
afar,0,928,25,124,117,2,49459,48876,583,564,4,31,0.6747314929962158,0.6803630590438843,1.0999062061309814,0.050000000745058,0.464266300201416,32,7,False,0.9435483870967742,0.2016129032258064,398.86290322580646,417.7435897435897,291.5,1978.36,422.7264957264957,0.5054691764896176,2.3655957459714108,3,12,0,6.25,4,cider_0
afar,0,226,25,118,114,0,49381,48690,691,599,4,5,0.554179847240448,0.6724907159805298,0.916641652584076,0.050000000745058,0.5341794490814209,32,7,False,0.9661016949152542,0.211864406779661,418.4830508474576,427.10526315789474,,1975.24,433.1666666666667,0.5062675927988498,2.308580223162755,3,18,0,6.25,4,Tabasco_sauce_4
afar,0,395,25,101,99,0,49216,48018,1198,599,4,7,0.6042774319648743,0.5676812529563904,1.0864042043685913,0.050000000745058,0.7035845518112183,32,7,False,0.9801980198019802,0.2475247524752475,487.28712871287127,485.030303030303,,1968.64,497.1313131313131,0.50796488946684,2.0115409622886866,4,10,2,6.25,4,atomizer_0
afar,0,376,25,111,106,3,49202,48533,669,599,4,14,0.5262393951416016,0.5325137972831726,1.141896367073059,0.050000000745058,0.570036768913269,32,7,False,0.954954954954955,0.2252252252252252,443.26126126126127,457.85849056603774,223.0,1968.08,464.1698113207547,0.5081094264460795,2.154383968131377,4,14,2,6.25,4,beret_2
afar,0,1528,25,133,129,0,49192,48552,640,599,4,0,0.7778972387313843,0.6361718773841858,0.7296926975250244,0.050000000745058,0.3964614570140838,32,7,False,0.9699248120300752,0.18796992481203,369.8646616541353,376.3720930232558,,1967.68,381.3333333333333,0.508212717515043,2.6223776223776225,3,13,0,6.25,4,Band_Aid_0
afar,0,529,25,109,106,0,49164,47367,1797,599,4,8,0.4775232374668121,0.5005143284797668,0.7715754508972168,0.050000000745058,0.5462387800216675,32,7,False,0.9724770642201837,0.2293577981651376,451.045871559633,446.85849056603774,,1966.56,463.811320754717,0.5085021560491416,2.1560491416483605,3,15,0,6.25,4,bandage_4
afar,0,725,25,113,111,1,49138,48322,816,599,4,27,0.7328925132751465,0.5565513968467712,0.6995840072631836,0.050000000745058,0.7479591369628906,32,7,False,0.9823008849557522,0.2212389380530973,434.8495575221239,435.3333333333333,816.0,1965.52,442.6846846846847,0.5087712157596972,2.258944197973056,4,13,2,6.25,4,chalice_2
afar,0,302,25,125,117,3,49094,47346,1748,599,4,1,0.6490961313247681,0.5015463829040527,0.6261699199676514,0.050000000745058,0.5007991194725037,32,7,False,0.936,0.2,392.752,404.6666666666667,582.6666666666666,1963.76,419.6068376068376,0.509227196806127,2.3831832810526743,2,15,0,6.25,4,Dixie_cup_0
afar,0,700,25,96,93,0,49079,48420,659,599,4,23,0.4724458754062652,0.5611359477043152,0.78658127784729,0.050000000745058,0.5016250014305115,32,7,False,0.96875,0.2604166666666667,511.2395833333333,520.6451612903226,,1963.16,527.7311827956989,0.5093828317610384,1.8949041341510624,3,16,0,6.25,4,canister_0
afar,0,1336,25,114,111,0,49055,49001,54,575,4,9,0.6653754711151123,0.5537935495376587,0.8298282623291016,0.050000000745058,0.308525413274765,32,7,False,0.9736842105263158,0.219298245614035,430.3070175438597,441.4504504504504,,1962.2,441.93693693693695,0.5096320456630313,2.262766282743859,3,17,0,6.25,4,bear_0
afar,0,735,25,138,119,8,49020,45903,3117,599,4,13,0.7020764350891113,0.5670722723007202,0.7369935512542725,0.050000000745058,0.5136690139770508,32,7,False,0.8623188405797102,0.181159420289855,355.2173913043478,385.73949579831935,389.625,1960.8,411.93277310924367,0.5099959200326397,2.4275805793553653,4,9,4,6.25,4,beer_can_4
afar,0,599,25,144,115,16,48951,41991,6960,599,4,17,0.7966096997261047,0.5200470685958862,0.8379150032997131,0.050000000745058,0.5310156345367432,32,7,False,0.7986111111111112,0.1736111111111111,339.9375,365.1391304347826,435.0,1958.04,425.6608695652174,0.5107147964290821,2.349288063573778,3,16,0,6.25,4,bottle_0
afar,0,1780,25,117,112,1,48941,48241,700,599,4,27,0.6705954074859619,0.6456887722015381,1.0695374011993408,0.050000000745058,0.7327603101730347,32,7,False,0.9572649572649572,0.2136752136752136,418.2991452991453,430.7232142857143,700.0,1957.64,436.9732142857143,0.5108191495882798,2.2884697901554936,4,14,1,6.25,4,chalice_2
afar,0,638,25,97,95,0,48887,47689,1198,599,4,22,0.4112003445625305,0.6780368089675903,0.9768108129501344,0.050000000745058,0.73822420835495,32,7,False,0.979381443298969,0.2577319587628865,503.9896907216495,501.9894736842105,,1955.48,514.6,0.5113833943584184,1.9432568985619896,3,13,0,6.25,4,candy_cane_1
afar,0,385,25,122,106,8,48836,42349,6487,599,4,21,0.728230357170105,0.580840528011322,0.721394956111908,0.050000000745058,0.5103694200515747,32,7,False,0.8688524590163934,0.2049180327868852,400.2950819672131,399.5188679245283,810.875,1953.44,460.7169811320755,0.5119174379556065,2.1705299369317714,3,15,0,6.25,4,candle_holder_4
afar,0,645,25,116,106,5,48779,48592,187,571,4,3,0.6885163187980652,0.5047454237937927,1.090369462966919,0.050000000745058,0.5780640244483948,32,7,False,0.913793103448276,0.2155172413793103,420.5086206896552,458.4150943396226,37.4,1951.16,460.1792452830189,0.5125156317267676,2.1730662785214947,3,15,0,6.25,4,Dixie_cup_4
afar,0,605,25,107,101,1,48628,47537,1091,599,4,29,0.4179862141609192,0.5432326793670654,0.6620240211486816,0.050000000745058,0.4730871915817261,32,7,False,0.9439252336448598,0.2336448598130841,454.4672897196262,470.66336633663366,1091.0,1945.12,481.4653465346535,0.5141070987908201,2.0769926791149134,2,17,0,6.25,4,chicken_(animal)_2
afar,0,878,25,100,87,3,48616,41655,6961,599,4,14,0.4656769931316376,0.5007983446121216,0.6257026791572571,0.050000000745058,0.5143835544586182,32,7,False,0.87,0.25,486.16,478.7931034482759,2320.333333333333,1944.64,558.8045977011494,0.5142339970380122,1.7895343096922824,3,9,0,6.25,4,beret_2
afar,0,772,25,97,93,2,48599,46325,2274,599,4,23,0.4176549613475799,0.6195469498634338,0.975586473941803,0.050000000745058,0.4306632578372955,32,7,False,0.9587628865979382,0.2577319587628865,501.020618556701,498.1182795698925,1137.0,1943.96,522.5698924731183,0.5144138768287413,1.9136196218029176,3,15,0,6.25,4,canister_0
afar,0,1132,25,98,93,3,48591,46172,2419,599,4,10,0.4028675854206085,0.5406454205513,1.035119891166687,0.050000000745058,0.460350751876831,32,7,False,0.9489795918367347,0.2551020408163265,495.8265306122449,496.4731182795699,806.3333333333334,1943.64,522.483870967742,0.5144985696939762,1.913934679261592,4,11,2,6.25,4,beer_bottle_0
afar,0,757,25,114,103,5,48546,43869,4677,599,4,26,0.7276157736778259,0.5329276323318481,0.8226577639579773,0.050000000745058,0.2233268618583679,32,7,False,0.9035087719298246,0.219298245614035,425.8421052631579,425.9126213592233,935.4,1941.84,471.3203883495146,0.5149754871668109,2.121699007127261,4,12,1,6.25,4,canister_3
afar,0,203,25,102,97,1,48416,45421,2995,599,4,13,0.522418737411499,0.5075194239616394,1.1672744750976562,0.050000000745058,0.6271200776100159,32,7,False,0.9509803921568628,0.2450980392156862,474.6666666666667,468.25773195876286,2995.0,1936.64,499.1340206185567,0.5163582286847324,2.003469927296761,4,10,3,6.25,4,beer_can_4
afar,0,1952,25,108,101,0,48392,46782,1610,577,4,21,0.4242062270641327,0.6104374527931213,1.1709848642349243,0.050000000745058,0.7517156600952148,32,7,False,0.9351851851851852,0.2314814814814814,448.0740740740741,463.1881188118812,,1935.68,479.1287128712871,0.5166143164159365,2.087121838320384,3,13,0,6.25,4,candle_holder_4
afar,0,254,25,108,106,0,48344,47722,622,599,4,0,0.623963475227356,0.6087973117828369,0.7106789350509644,0.050000000745058,0.7713487148284912,32,7,False,0.9814814814814816,0.2314814814814814,447.6296296296296,450.2075471698113,,1933.76,456.0754716981132,0.5171272546748303,2.192619559821281,3,18,0,6.25,4,Band_Aid_0
afar,0,972,25,105,104,0,47991,47392,599,599,4,28,0.505918025970459,0.6235459446907043,1.119343400001526,0.050000000745058,0.377491295337677,32,7,False,0.9904761904761904,0.238095238095238,457.0571428571429,455.6923076923077,,1919.64,461.4519230769231,0.5209310078973141,2.1670729928528267,4,13,2,6.25,4,chalice_4
afar,0,57,26,99,91,1,49564,44772,4792,599,4,8,0.466503381729126,0.6996256709098816,0.7035068869590759,0.050000000745058,0.3819565176963806,32,6,False,0.9191919191919192,0.2626262626262626,500.6464646464647,492.0,4792.0,1906.3076923076924,544.6593406593406,0.5245742877895246,1.8360100072633363,3,14,0,6.5,4,bandage_4
afar,0,1121,26,135,124,5,49504,47551,1953,599,4,22,0.7621603012084961,0.5558106303215027,1.1144384145736694,0.050000000745058,0.6693094372749329,32,6,False,0.9185185185185184,0.1925925925925926,366.6962962962963,383.4758064516129,390.6,1904.0,399.2258064516129,0.5252100840336135,2.504848093083387,3,13,0,6.5,4,candy_cane_1
afar,0,1829,26,100,97,0,49428,48309,1119,599,4,3,0.4612531065940857,0.5008588433265686,0.9572722315788268,0.050000000745058,0.4455462694168091,32,6,False,0.97,0.26,494.28,498.0309278350516,,1901.076923076923,509.5670103092784,0.5260176418224488,1.9624504329529824,4,14,2,6.5,4,Dixie_cup_4
afar,0,1718,26,118,112,2,49410,47969,1441,599,4,8,0.646589457988739,0.5999130010604858,1.0335506200790403,0.050000000745058,0.3934495151042938,32,6,False,0.9491525423728814,0.2203389830508474,418.728813559322,428.2946428571428,720.5,1900.384615384616,441.1607142857143,0.5262092693786683,2.2667476219388787,4,13,1,6.5,4,bandage_4
afar,0,929,26,128,118,2,49337,46118,3219,599,4,7,0.7632546424865723,0.5991598963737488,0.6433213949203491,0.050000000745058,0.3088318109512329,32,6,False,0.921875,0.203125,385.4453125,390.8305084745763,1609.5,1897.576923076923,418.1101694915254,0.526987859010479,2.3917141293552504,2,25,0,6.5,4,atomizer_0
afar,0,1214,26,107,103,1,49335,47342,1993,599,4,24,0.7177845239639282,0.5028271079063416,1.1432931423187256,0.050000000745058,0.4193875789642334,32,6,False,0.9626168224299064,0.2429906542056074,461.0747663551402,459.63106796116506,1993.0,1897.5,478.9805825242718,0.5270092226613966,2.0877673051586094,4,17,1,6.5,4,canister_1
afar,0,1642,26,125,118,2,49302,47404,1898,599,4,24,0.7477540969848633,0.664783775806427,0.9844373464584352,0.050000000745058,0.6733654141426086,32,6,False,0.944,0.208,394.416,401.728813559322,949.0,1896.2307692307693,417.8135593220339,0.5273619731451057,2.393412031966249,3,10,0,6.5,4,canister_1
afar,0,1239,26,94,78,1,49236,39652,9584,599,4,11,0.5124202966690063,0.5450551509857178,0.8738089799880981,0.050000000745058,0.4879427552223205,32,6,False,0.8297872340425532,0.2765957446808511,523.7872340425532,508.3589743589744,9584.0,1893.692307692308,631.2307692307693,0.5280688926801528,1.5842066780404582,2,24,0,6.5,4,beer_bottle_3
afar,0,1182,26,126,121,1,49205,47096,2109,599,4,29,0.6842953562736511,0.6271043419837952,1.1745586395263672,0.050000000745058,0.673485279083252,32,6,False,0.9603174603174603,0.2063492063492063,390.515873015873,389.22314049586777,2109.0,1892.5,406.6528925619835,0.5284015852047557,2.4590996849913624,4,11,3,6.5,4,chicken_(animal)_2
afar,0,459,26,109,105,1,49195,47369,1826,599,4,30,0.4904248416423797,0.5978442430496216,0.9678730964660645,0.050000000745058,0.5637286305427551,32,6,False,0.963302752293578,0.2385321100917431,451.3302752293578,451.1333333333333,1826.0,1892.1153846153843,468.5238095238095,0.5285089948165465,2.1343632482975914,4,15,1,6.5,4,chocolate_milk_4
afar,0,171,26,142,130,5,49149,47309,1840,599,4,11,0.6855270862579346,0.5491897463798523,0.8664159178733826,0.050000000745058,0.4667235612869262,32,6,False,0.9154929577464788,0.1830985915492957,346.11971830985914,363.9153846153846,368.0,1890.3461538461536,378.0692307692308,0.5290036419866121,2.6450182099330606,4,16,1,6.5,4,beer_bottle_3
