category,category_id,variant_id,stored_count,attempt_count,success_count,failure_count,attempt_step_sum,success_step_sum,failure_step_sum,attempt_step_max,num_copies,object_id,z_shift,table_size_x,table_size_y,table_size_z,object_mass,target_count,missing_to_target,complete_32,success_rate,stored_rate,mean_attempt_steps,mean_success_steps,mean_failure_steps,attempt_steps_per_stored,attempt_steps_per_success,stored_per_1k_attempt_steps,success_per_1k_attempt_steps,copies_with_stored,max_copy_stored,min_copy_stored,mean_copy_stored,copies_with_attempts
far_recovery,2,90,0,0,0,0,0,0,0,0,4,6,0.6642969250679016,0.6120895743370056,1.1753408908843994,0.05000000074505806,0.28060367703437805,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,91,0,0,0,0,0,0,0,0,4,1,0.45002493262290955,0.642465353012085,0.8740710616111755,0.05000000074505806,0.5255367755889893,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,92,0,0,0,0,0,0,0,0,4,15,0.6401796340942383,0.5897925496101379,0.7237135767936707,0.05000000074505806,0.5106331706047058,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,93,0,0,0,0,0,0,0,0,4,2,0.6480393409729004,0.5470685362815857,0.975016713142395,0.05000000074505806,0.304395854473114,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,94,0,0,0,0,0,0,0,0,4,4,0.46608829498291016,0.5222208499908447,0.6817383170127869,0.05000000074505806,0.7041854858398438,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,95,0,0,0,0,0,0,0,0,4,16,0.5051055550575256,0.5941507816314697,0.8066318035125732,0.05000000074505806,0.442355751991272,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,96,0,0,0,0,0,0,0,0,4,0,0.6681951284408569,0.6448301076889038,0.8005337119102478,0.05000000074505806,0.6719560027122498,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,97,0,0,0,0,0,0,0,0,4,27,0.6358245015144348,0.5849543213844299,0.7079253792762756,0.05000000074505806,0.27384164929389954,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,98,0,0,0,0,0,0,0,0,4,15,0.514925479888916,0.534026563167572,0.936305046081543,0.05000000074505806,0.4391719400882721,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,99,0,0,0,0,0,0,0,0,4,12,0.539456844329834,0.5081559419631958,0.9131494760513306,0.05000000074505806,0.3026065230369568,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,100,0,0,0,0,0,0,0,0,4,12,0.7831765413284302,0.6451619863510132,0.7816890478134155,0.05000000074505806,0.45971226692199707,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,101,0,0,0,0,0,0,0,0,4,3,0.5629957318305969,0.5061054229736328,0.948171854019165,0.05000000074505806,0.6991034150123596,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,102,0,0,0,0,0,0,0,0,4,29,0.7127583026885986,0.6868995428085327,0.8952080607414246,0.05000000074505806,0.6080512404441833,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,103,0,0,0,0,0,0,0,0,4,27,0.6866006851196289,0.583403468132019,0.8157920837402344,0.05000000074505806,0.2174445539712906,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,104,0,0,0,0,0,0,0,0,4,1,0.4707185924053192,0.5417499542236328,1.020786166191101,0.05000000074505806,0.6123102903366089,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,105,0,0,0,0,0,0,0,0,4,3,0.42991408705711365,0.5728912949562073,0.8317422866821289,0.05000000074505806,0.2639303505420685,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,106,0,0,0,0,0,0,0,0,4,30,0.7919777631759644,0.6127862930297852,1.019315242767334,0.05000000074505806,0.3401697278022766,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,107,0,0,0,0,0,0,0,0,4,10,0.6104433536529541,0.5057779550552368,0.6470745205879211,0.05000000074505806,0.6676709055900574,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,108,0,0,0,0,0,0,0,0,4,20,0.7370916604995728,0.6924151182174683,0.9193063974380493,0.05000000074505806,0.6862205266952515,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,109,0,0,0,0,0,0,0,0,4,13,0.6414462924003601,0.6141977310180664,0.8641245365142822,0.05000000074505806,0.6656421422958374,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,110,0,0,0,0,0,0,0,0,4,6,0.6643245220184326,0.6734075546264648,0.727039098739624,0.05000000074505806,0.5438951253890991,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,111,0,0,0,0,0,0,0,0,4,23,0.7493917346000671,0.5222421884536743,0.8270412683486938,0.05000000074505806,0.5204551219940186,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,112,0,0,0,0,0,0,0,0,4,2,0.7896429300308228,0.6836986541748047,0.6096537113189697,0.05000000074505806,0.3269121050834656,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,113,0,0,0,0,0,0,0,0,4,27,0.46728381514549255,0.5441412329673767,0.9245046377182007,0.05000000074505806,0.24307262897491455,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
